ts,tx_outbox_pending,tx_outbox_dead,timeout_outbox_pending,orders_pending
2026-03-31 18:55:47,0	0	0	29979
2026-03-31 18:55:52,0	0	0	29979
2026-03-31 18:55:58,0	0	0	29979
2026-03-31 18:56:03,0	0	0	29979
2026-03-31 18:56:08,0	0	0	29979
2026-03-31 18:56:13,0	0	0	29979
2026-03-31 18:56:18,0	0	0	29979
2026-03-31 18:56:23,0	0	0	29979
2026-03-31 18:56:29,0	0	0	29979
2026-03-31 18:56:34,0	0	0	29979
2026-03-31 18:56:39,0	0	0	29979
2026-03-31 18:56:44,0	0	0	29979
2026-03-31 18:56:49,0	0	0	29979
2026-03-31 18:56:54,0	0	0	29979
2026-03-31 18:57:00,0	0	0	29979
2026-03-31 18:57:05,0	0	0	29979
2026-03-31 18:57:10,0	0	0	29979
2026-03-31 18:57:15,0	0	0	29979
2026-03-31 18:57:20,0	0	0	29979
2026-03-31 18:57:25,0	0	0	29979
